timestamp,regiao,consumo,capacidade_disponivel,prioridade,custo
2026-03-06T22:00,Sudeste,1400,1600,4,75
2026-03-06T22:00,Sul,799,1000,2,55
2026-03-06T23:00,Norte,695,900,3,65
2026-03-06T23:00,Nordeste,929,1100,5,90
2026-03-06T23:00,Sudeste,1419,1600,4,75
2026-03-06T23:00,Sul,833,1000,2,55
2026-03-07T00:00,Norte,685,900,3,65
2026-03-07T00:00,Nordeste,907,1100,5,90
2026-03-07T00:00,Sudeste,1402,1600,4,75
2026-03-07T00:00,Sul,822,1000,2,55
2026-03-07T01:00,Norte,721,900,3,65
2026-03-07T01:00,Nordeste,925,1100,5,90
2026-03-07T01:00,Sudeste,1358,1600,4,75
2026-03-07T01:00,Sul,772,1000,2,55
2026-03-07T02:00,Norte,714,900,3,65
2026-03-07T02:00,Nordeste,878,1100,5,90
2026-03-07T02:00,Sudeste,1422,1600,4,75
2026-03-07T02:00,Sul,822,1000,2,55
2026-03-07T03:00,Norte,720,900,3,65
2026-03-07T03:00,Nordeste,908,1100,5,90
2026-03-07T03:00,Sudeste,1416,1600,4,75
2026-03-07T03:00,Sul,829,1000,2,55
2026-03-07T04:00,Norte,744,900,3,65
2026-03-07T04:00,Nordeste,958,1100,5,90
2026-03-07T04:00,Sudeste,1453,1600,4,75
2026-03-07T04:00,Sul,853,1000,2,55
2026-03-07T05:00,Norte,770,900,3,65
2026-03-07T05:00,Nordeste,931,1100,5,90
2026-03-07T05:00,Sudeste,1442,1600,4,75
2026-03-07T05:00,Sul,823,1000,2,55
2026-03-07T06:00,Norte,775,900,3,65
2026-03-07T06:00,Nordeste,1020,1100,5,90
2026-03-07T06:00,Sudeste,1488,1600,4,75
2026-03-07T06:00,Sul,861,1000,2,55
2026-03-07T07:00,Norte,833,918,3,65
2026-03-07T07:00,Nordeste,986,1118,5,90
2026-03-07T07:00,Sudeste,1519,1618,4,75
2026-03-07T07:00,Sul,950,1018,2,55
2026-03-07T08:00,Norte,878,934,3,65
2026-03-07T08:00,Nordeste,1039,1134,5,90
2026-03-07T08:00,Sudeste,1584,1634,4,75
2026-03-07T08:00,Sul,964,1034,2,55
2026-03-07T09:00,Norte,905,949,3,65
2026-03-07T09:00,Nordeste,1104,1149,5,90
2026-03-07T09:00,Sudeste,1593,1649,4,75
2026-03-07T09:00,Sul,949,1049,2,55
2026-03-07T10:00,Norte,932,960,3,65
2026-03-07T10:00,Nordeste,1096,1160,5,90
2026-03-07T10:00,Sudeste,1584,1660,4,75
2026-03-07T10:00,Sul,1039,1060,2,55
2026-03-07T11:00,Norte,907,967,3,65
2026-03-07T11:00,Nordeste,1102,1167,5,90
2026-03-07T11:00,Sudeste,1654,1667,4,75
2026-03-07T11:00,Sul,1039,1067,2,55
2026-03-07T12:00,Norte,935,970,3,65
2026-03-07T12:00,Nordeste,1119,1170,5,90
2026-03-07T12:00,Sudeste,1665,1670,4,75
2026-03-07T12:00,Sul,1076,1070,2,55
2026-03-07T13:00,Norte,962,967,3,65
2026-03-07T13:00,Nordeste,1165,1167,5,90
2026-03-07T13:00,Sudeste,1645,1667,4,75
2026-03-07T13:00,Sul,1070,1067,2,55
2026-03-07T14:00,Norte,948,960,3,65
2026-03-07T14:00,Nordeste,1176,1160,5,90
2026-03-07T14:00,Sudeste,1644,1660,4,75
2026-03-07T14:00,Sul,1022,1060,2,55
2026-03-07T15:00,Norte,955,949,3,65
2026-03-07T15:00,Nordeste,1149,1149,5,90
2026-03-07T15:00,Sudeste,1604,1649,4,75
2026-03-07T15:00,Sul,999,1049,2,55
2026-03-07T16:00,Norte,930,934,3,65
2026-03-07T16:00,Nordeste,1140,1134,5,90
2026-03-07T16:00,Sudeste,1617,1634,4,75
2026-03-07T16:00,Sul,986,1034,2,55
2026-03-07T17:00,Norte,856,918,3,65
2026-03-07T17:00,Nordeste,1087,1118,5,90
2026-03-07T17:00,Sudeste,1615,1618,4,75
2026-03-07T17:00,Sul,958,1018,2,55
2026-03-07T18:00,Norte,829,900,3,65
2026-03-07T18:00,Nordeste,1058,1100,5,90
2026-03-07T18:00,Sudeste,1535,1600,4,75
2026-03-07T18:00,Sul,949,1000,2,55
2026-03-07T19:00,Norte,822,900,3,65
2026-03-07T19:00,Nordeste,1026,1100,5,90
2026-03-07T19:00,Sudeste,1501,1600,4,75
2026-03-07T19:00,Sul,911,1000,2,55
2026-03-07T20:00,Norte,812,900,3,65
2026-03-07T20:00,Nordeste,959,1100,5,90
2026-03-07T20:00,Sudeste,1452,1600,4,75
2026-03-07T20:00,Sul,898,1000,2,55
2026-03-07T21:00,Norte,763,900,3,65
2026-03-07T21:00,Nordeste,930,1100,5,90
2026-03-07T21:00,Sudeste,1443,1600,4,75
2026-03-07T21:00,Sul,857,1000,2,55
2026-03-07T22:00,Norte,700,900,3,65
2026-03-07T22:00,Nordeste,903,1100,5,90
2026-03-07T22:00,Sudeste,1460,1600,4,75
2026-03-07T22:00,Sul,802,1000,2,55
2026-03-07T23:00,Norte,692,900,3,65
2026-03-07T23:00,Nordeste,918,1100,5,90
2026-03-07T23:00,Sudeste,1393,1600,4,75
2026-03-07T23:00,Sul,788,1000,2,55
2026-03-08T00:00,Norte,726,900,3,65
2026-03-08T00:00,Nordeste,870,1100,5,90
2026-03-08T00:00,Sudeste,1426,1600,4,75
2026-03-08T00:00,Sul,768,1000,2,55
2026-03-08T01:00,Norte,667,900,3,65
2026-03-08T01:00,Nordeste,858,1100,5,90
2026-03-08T01:00,Sudeste,1393,1600,4,75
2026-03-08T01:00,Sul,785,1000,2,55
2026-03-08T02:00,Norte,700,900,3,65
2026-03-08T02:00,Nordeste,887,1100,5,90
2026-03-08T02:00,Sudeste,1369,1600,4,75
2026-03-08T02:00,Sul,811,1000,2,55
2026-03-08T03:00,Norte,705,900,3,65
2026-03-08T03:00,Nordeste,935,1100,5,90
2026-03-08T03:00,Sudeste,1419,1600,4,75
2026-03-08T03:00,Sul,776,1000,2,55
2026-03-08T04:00,Norte,707,900,3,65
2026-03-08T04:00,Nordeste,916,1100,5,90
2026-03-08T04:00,Sudeste,1409,1600,4,75
2026-03-08T04:00,Sul,812,1000,2,55
2026-03-08T05:00,Norte,725,900,3,65
2026-03-08T05:00,Nordeste,957,1100,5,90
2026-03-08T05:00,Sudeste,1483,1600,4,75
2026-03-08T05:00,Sul,840,1000,2,55
2026-03-08T06:00,Norte,813,900,3,65
2026-03-08T06:00,Nordeste,1012,1100,5,90
2026-03-08T06:00,Sudeste,1458,1600,4,75
2026-03-08T06:00,Sul,919,1000,2,55
2026-03-08T07:00,Norte,786,918,3,65
2026-03-08T07:00,Nordeste,1000,1118,5,90
2026-03-08T07:00,Sudeste,1507,1618,4,75
2026-03-08T07:00,Sul,920,1018,2,55
2026-03-08T08:00,Norte,885,934,3,65
2026-03-08T08:00,Nordeste,1078,1134,5,90
2026-03-08T08:00,Sudeste,1578,1634,4,75
2026-03-08T08:00,Sul,972,1034,2,55
2026-03-08T09:00,Norte,864,949,3,65
2026-03-08T09:00,Nordeste,1109,1149,5,90
2026-03-08T09:00,Sudeste,1611,1649,4,75
2026-03-08T09:00,Sul,988,1049,2,55
2026-03-08T10:00,Norte,916,960,3,65
2026-03-08T10:00,Nordeste,1143,1160,5,90
2026-03-08T10:00,Sudeste,1633,1660,4,75
2026-03-08T10:00,Sul,1011,1060,2,55
2026-03-08T11:00,Norte,903,967,3,65
2026-03-08T11:00,Nordeste,1116,1167,5,90
2026-03-08T11:00,Sudeste,1602,1667,4,75
2026-03-08T11:00,Sul,1067,1067,2,55
2026-03-08T12:00,Norte,959,970,3,65
2026-03-08T12:00,Nordeste,1115,1170,5,90
2026-03-08T12:00,Sudeste,1654,1670,4,75
2026-03-08T12:00,Sul,1036,1070,2,55
2026-03-08T13:00,Norte,969,967,3,65
2026-03-08T13:00,Nordeste,1159,1167,5,90
2026-03-08T13:00,Sudeste,1683,1667,4,75
2026-03-08T13:00,Sul,1023,1067,2,55
2026-03-08T14:00,Norte,969,960,3,65
2026-03-08T14:00,Nordeste,1131,1160,5,90
2026-03-08T14:00,Sudeste,1631,1660,4,75
2026-03-08T14:00,Sul,1050,1060,2,55
2026-03-08T15:00,Norte,966,949,3,65
2026-03-08T15:00,Nordeste,1104,1149,5,90
2026-03-08T15:00,Sudeste,1640,1649,4,75
2026-03-08T15:00,Sul,1062,1049,2,55
2026-03-08T16:00,Norte,933,934,3,65
2026-03-08T16:00,Nordeste,1126,1134,5,90
2026-03-08T16:00,Sudeste,1638,1634,4,75
2026-03-08T16:00,Sul,1012,1034,2,55
2026-03-08T17:00,Norte,893,918,3,65
2026-03-08T17:00,Nordeste,1078,1118,5,90
2026-03-08T17:00,Sudeste,1558,1618,4,75
2026-03-08T17:00,Sul,993,1018,2,55
2026-03-08T18:00,Norte,843,900,3,65
2026-03-08T18:00,Nordeste,1070,1100,5,90
2026-03-08T18:00,Sudeste,1558,1600,4,75
2026-03-08T18:00,Sul,955,1000,2,55
2026-03-08T19:00,Norte,826,900,3,65
2026-03-08T19:00,Nordeste,1002,1100,5,90
2026-03-08T19:00,Sudeste,1521,1600,4,75
2026-03-08T19:00,Sul,927,1000,2,55
2026-03-08T20:00,Norte,810,900,3,65
2026-03-08T20:00,Nordeste,960,1100,5,90
2026-03-08T20:00,Sudeste,1479,1600,4,75
2026-03-08T20:00,Sul,868,1000,2,55
2026-03-08T21:00,Norte,735,900,3,65
2026-03-08T21:00,Nordeste,988,1100,5,90
2026-03-08T21:00,Sudeste,1485,1600,4,75
2026-03-08T21:00,Sul,834,1000,2,55
2026-03-08T22:00,Norte,750,900,3,65
2026-03-08T22:00,Nordeste,910,1100,5,90
2026-03-08T22:00,Sudeste,1410,1600,4,75
2026-03-08T22:00,Sul,810,1000,2,55
2026-03-08T23:00,Norte,695,900,3,65
2026-03-08T23:00,Nordeste,895,1100,5,90
2026-03-08T23:00,Sudeste,1438,1600,4,75
2026-03-08T23:00,Sul,836,1000,2,55
2026-03-09T00:00,Norte,694,900,3,65
2026-03-09T00:00,Nordeste,886,1100,5,90
2026-03-09T00:00,Sudeste,1424,1600,4,75
2026-03-09T00:00,Sul,826,1000,2,55
2026-03-09T01:00,Norte,700,900,3,65
2026-03-09T01:00,Nordeste,923,1100,5,90
2026-03-09T01:00,Sudeste,1385,1600,4,75
2026-03-09T01:00,Sul,790,1000,2,55
2026-03-09T02:00,Norte,694,900,3,65
2026-03-09T02:00,Nordeste,914,1100,5,90
2026-03-09T02:00,Sudeste,1403,1600,4,75
2026-03-09T02:00,Sul,796,1000,2,55
2026-03-09T03:00,Norte,710,900,3,65
2026-03-09T03:00,Nordeste,912,1100,5,90
2026-03-09T03:00,Sudeste,1405,1600,4,75
2026-03-09T03:00,Sul,790,1000,2,55
2026-03-09T04:00,Norte,753,900,3,65
2026-03-09T04:00,Nordeste,906,1100,5,90
2026-03-09T04:00,Sudeste,1455,1600,4,75
2026-03-09T04:00,Sul,864,1000,2,55
2026-03-09T05:00,Norte,773,900,3,65
2026-03-09T05:00,Nordeste,944,1100,5,90
2026-03-09T05:00,Sudeste,1447,1600,4,75
2026-03-09T05:00,Sul,890,1000,2,55
2026-03-09T06:00,Norte,813,900,3,65
2026-03-09T06:00,Nordeste,956,1100,5,90
2026-03-09T06:00,Sudeste,1510,1600,4,75
2026-03-09T06:00,Sul,915,1000,2,55
2026-03-09T07:00,Norte,818,918,3,65
2026-03-09T07:00,Nordeste,1013,1118,5,90
2026-03-09T07:00,Sudeste,1527,1618,4,75
2026-03-09T07:00,Sul,894,1018,2,55
2026-03-09T08:00,Norte,859,934,3,65
2026-03-09T08:00,Nordeste,1076,1134,5,90
2026-03-09T08:00,Sudeste,1556,1634,4,75
2026-03-09T08:00,Sul,958,1034,2,55
2026-03-09T09:00,Norte,849,949,3,65
2026-03-09T09:00,Nordeste,1081,1149,5,90
2026-03-09T09:00,Sudeste,1608,1649,4,75
2026-03-09T09:00,Sul,1004,1049,2,55
2026-03-09T10:00,Norte,939,960,3,65
2026-03-09T10:00,Nordeste,1136,1160,5,90
2026-03-09T10:00,Sudeste,1637,1660,4,75
2026-03-09T10:00,Sul,994,1060,2,55
2026-03-09T11:00,Norte,917,967,3,65
2026-03-09T11:00,Nordeste,1161,1167,5,90
2026-03-09T11:00,Sudeste,1656,1667,4,75
2026-03-09T11:00,Sul,1022,1067,2,55
2026-03-09T12:00,Norte,970,970,3,65
2026-03-09T12:00,Nordeste,1173,1170,5,90
2026-03-09T12:00,Sudeste,1659,1670,4,75
2026-03-09T12:00,Sul,1079,1070,2,55
2026-03-09T13:00,Norte,979,967,3,65
2026-03-09T13:00,Nordeste,1147,1167,5,90
2026-03-09T13:00,Sudeste,1670,1667,4,75
2026-03-09T13:00,Sul,1020,1067,2,55
2026-03-09T14:00,Norte,942,960,3,65
2026-03-09T14:00,Nordeste,1134,1160,5,90
2026-03-09T14:00,Sudeste,1620,1660,4,75
2026-03-09T14:00,Sul,1080,1060,2,55
2026-03-09T15:00,Norte,925,949,3,65
2026-03-09T15:00,Nordeste,1156,1149,5,90
2026-03-09T15:00,Sudeste,1622,1649,4,75
2026-03-09T15:00,Sul,1054,1049,2,55
2026-03-09T16:00,Norte,894,934,3,65
2026-03-09T16:00,Nordeste,1133,1134,5,90
2026-03-09T16:00,Sudeste,1578,1634,4,75
2026-03-09T16:00,Sul,985,1034,2,55
2026-03-09T17:00,Norte,887,918,3,65
2026-03-09T17:00,Nordeste,1097,1118,5,90
2026-03-09T17:00,Sudeste,1567,1618,4,75
2026-03-09T17:00,Sul,1014,1018,2,55
2026-03-09T18:00,Norte,853,900,3,65
2026-03-09T18:00,Nordeste,1068,1100,5,90
2026-03-09T18:00,Sudeste,1572,1600,4,75
2026-03-09T18:00,Sul,936,1000,2,55
2026-03-09T19:00,Norte,803,900,3,65
2026-03-09T19:00,Nordeste,1020,1100,5,90
2026-03-09T19:00,Sudeste,1531,1600,4,75
2026-03-09T19:00,Sul,915,1000,2,55
2026-03-09T20:00,Norte,797,900,3,65
2026-03-09T20:00,Nordeste,997,1100,5,90
2026-03-09T20:00,Sudeste,1467,1600,4,75
2026-03-09T20:00,Sul,906,1000,2,55
2026-03-09T21:00,Norte,729,900,3,65
2026-03-09T21:00,Nordeste,971,1100,5,90
2026-03-09T21:00,Sudeste,1428,1600,4,75
2026-03-09T21:00,Sul,832,1000,2,55
2026-03-09T22:00,Norte,707,900,3,65
2026-03-09T22:00,Nordeste,953,1100,5,90
2026-03-09T22:00,Sudeste,1418,1600,4,75
2026-03-09T22:00,Sul,821,1000,2,55
2026-03-09T23:00,Norte,675,900,3,65
2026-03-09T23:00,Nordeste,885,1100,5,90
2026-03-09T23:00,Sudeste,1375,1600,4,75
2026-03-09T23:00,Sul,790,1000,2,55
2026-03-10T00:00,Norte,678,900,3,65
2026-03-10T00:00,Nordeste,897,1100,5,90
2026-03-10T00:00,Sudeste,1370,1600,4,75
2026-03-10T00:00,Sul,776,1000,2,55
2026-03-10T01:00,Norte,718,900,3,65
2026-03-10T01:00,Nordeste,873,1100,5,90
2026-03-10T01:00,Sudeste,1411,1600,4,75
2026-03-10T01:00,Sul,799,1000,2,55
2026-03-10T02:00,Norte,699,900,3,65
2026-03-10T02:00,Nordeste,919,1100,5,90
2026-03-10T02:00,Sudeste,1390,1600,4,75
2026-03-10T02:00,Sul,830,1000,2,55
2026-03-10T03:00,Norte,733,900,3,65
2026-03-10T03:00,Nordeste,937,1100,5,90
2026-03-10T03:00,Sudeste,1377,1600,4,75
2026-03-10T03:00,Sul,799,1000,2,55
2026-03-10T04:00,Norte,762,900,3,65
2026-03-10T04:00,Nordeste,929,1100,5,90
2026-03-10T04:00,Sudeste,1435,1600,4,75
2026-03-10T04:00,Sul,801,1000,2,55
2026-03-10T05:00,Norte,752,900,3,65
2026-03-10T05:00,Nordeste,949,1100,5,90
2026-03-10T05:00,Sudeste,1431,1600,4,75
2026-03-10T05:00,Sul,864,1000,2,55
2026-03-10T06:00,Norte,753,900,3,65
2026-03-10T06:00,Nordeste,1004,1100,5,90
2026-03-10T06:00,Sudeste,1487,1600,4,75
2026-03-10T06:00,Sul,872,1000,2,55
2026-03-10T07:00,Norte,855,918,3,65
2026-03-10T07:00,Nordeste,1026,1118,5,90
2026-03-10T07:00,Sudeste,1540,1618,4,75
2026-03-10T07:00,Sul,901,1018,2,55
2026-03-10T08:00,Norte,862,934,3,65
2026-03-10T08:00,Nordeste,1024,1134,5,90
2026-03-10T08:00,Sudeste,1550,1634,4,75
2026-03-10T08:00,Sul,920,1034,2,55
2026-03-10T09:00,Norte,851,949,3,65
2026-03-10T09:00,Nordeste,1071,1149,5,90
2026-03-10T09:00,Sudeste,1563,1649,4,75
2026-03-10T09:00,Sul,981,1049,2,55
2026-03-10T10:00,Norte,906,960,3,65
2026-03-10T10:00,Nordeste,1119,1160,5,90
2026-03-10T10:00,Sudeste,1588,1660,4,75
2026-03-10T10:00,Sul,1037,1060,2,55
2026-03-10T11:00,Norte,945,967,3,65
2026-03-10T11:00,Nordeste,1166,1167,5,90
2026-03-10T11:00,Sudeste,1613,1667,4,75
2026-03-10T11:00,Sul,1045,1067,2,55
2026-03-10T12:00,Norte,955,970,3,65
2026-03-10T12:00,Nordeste,1151,1170,5,90
2026-03-10T12:00,Sudeste,1618,1670,4,75
2026-03-10T12:00,Sul,1012,1070,2,55
2026-03-10T13:00,Norte,918,967,3,65
2026-03-10T13:00,Nordeste,1166,1167,5,90
2026-03-10T13:00,Sudeste,1683,1667,4,75
2026-03-10T13:00,Sul,1076,1067,2,55
2026-03-10T14:00,Norte,917,960,3,65
2026-03-10T14:00,Nordeste,1146,1160,5,90
2026-03-10T14:00,Sudeste,1614,1660,4,75
2026-03-10T14:00,Sul,1018,1060,2,55
2026-03-10T15:00,Norte,926,949,3,65
2026-03-10T15:00,Nordeste,1152,1149,5,90
2026-03-10T15:00,Sudeste,1663,1649,4,75
2026-03-10T15:00,Sul,1060,1049,2,55
2026-03-10T16:00,Norte,876,934,3,65
2026-03-10T16:00,Nordeste,1129,1134,5,90
2026-03-10T16:00,Sudeste,1624,1634,4,75
2026-03-10T16:00,Sul,1012,1034,2,55
2026-03-10T17:00,Norte,915,918,3,65
2026-03-10T17:00,Nordeste,1100,1118,5,90
2026-03-10T17:00,Sudeste,1563,1618,4,75
2026-03-10T17:00,Sul,951,1018,2,55
2026-03-10T18:00,Norte,865,900,3,65
2026-03-10T18:00,Nordeste,1084,1100,5,90
2026-03-10T18:00,Sudeste,1572,1600,4,75
2026-03-10T18:00,Sul,954,1000,2,55
2026-03-10T19:00,Norte,830,900,3,65
2026-03-10T19:00,Nordeste,1015,1100,5,90
2026-03-10T19:00,Sudeste,1534,1600,4,75
2026-03-10T19:00,Sul,917,1000,2,55
2026-03-10T20:00,Norte,817,900,3,65
2026-03-10T20:00,Nordeste,963,1100,5,90
2026-03-10T20:00,Sudeste,1459,1600,4,75
2026-03-10T20:00,Sul,919,1000,2,55
2026-03-10T21:00,Norte,746,900,3,65
2026-03-10T21:00,Nordeste,990,1100,5,90
2026-03-10T21:00,Sudeste,1487,1600,4,75
2026-03-10T21:00,Sul,886,1000,2,55
2026-03-10T22:00,Norte,713,900,3,65
2026-03-10T22:00,Nordeste,947,1100,5,90
2026-03-10T22:00,Sudeste,1407,1600,4,75
2026-03-10T22:00,Sul,804,1000,2,55
2026-03-10T23:00,Norte,718,900,3,65
2026-03-10T23:00,Nordeste,924,1100,5,90
2026-03-10T23:00,Sudeste,1374,1600,4,75
2026-03-10T23:00,Sul,816,1000,2,55
2026-03-11T00:00,Norte,671,900,3,65
2026-03-11T00:00,Nordeste,922,1100,5,90
2026-03-11T00:00,Sudeste,1385,1600,4,75
2026-03-11T00:00,Sul,825,1000,2,55
2026-03-11T01:00,Norte,681,900,3,65
2026-03-11T01:00,Nordeste,869,1100,5,90
2026-03-11T01:00,Sudeste,1373,1600,4,75
2026-03-11T01:00,Sul,787,1000,2,55
2026-03-11T02:00,Norte,688,900,3,65
2026-03-11T02:00,Nordeste,923,1100,5,90
2026-03-11T02:00,Sudeste,1384,1600,4,75
2026-03-11T02:00,Sul,819,1000,2,55
2026-03-11T03:00,Norte,685,900,3,65
2026-03-11T03:00,Nordeste,935,1100,5,90
2026-03-11T03:00,Sudeste,1401,1600,4,75
2026-03-11T03:00,Sul,827,1000,2,55
2026-03-11T04:00,Norte,701,900,3,65
2026-03-11T04:00,Nordeste,911,1100,5,90
2026-03-11T04:00,Sudeste,1413,1600,4,75
2026-03-11T04:00,Sul,844,1000,2,55
2026-03-11T05:00,Norte,744,900,3,65
2026-03-11T05:00,Nordeste,927,1100,5,90
2026-03-11T05:00,Sudeste,1473,1600,4,75
2026-03-11T05:00,Sul,873,1000,2,55
2026-03-11T06:00,Norte,754,900,3,65
2026-03-11T06:00,Nordeste,959,1100,5,90
2026-03-11T06:00,Sudeste,1467,1600,4,75
2026-03-11T06:00,Sul,898,1000,2,55
2026-03-11T07:00,Norte,821,918,3,65
2026-03-11T07:00,Nordeste,1028,1118,5,90
2026-03-11T07:00,Sudeste,1549,1618,4,75
2026-03-11T07:00,Sul,920,1018,2,55
2026-03-11T08:00,Norte,852,934,3,65
2026-03-11T08:00,Nordeste,1070,1134,5,90
2026-03-11T08:00,Sudeste,1522,1634,4,75
2026-03-11T08:00,Sul,981,1034,2,55
2026-03-11T09:00,Norte,905,949,3,65
2026-03-11T09:00,Nordeste,1100,1149,5,90
2026-03-11T09:00,Sudeste,1619,1649,4,75
2026-03-11T09:00,Sul,960,1049,2,55
2026-03-11T10:00,Norte,908,960,3,65
2026-03-11T10:00,Nordeste,1106,1160,5,90
2026-03-11T10:00,Sudeste,1613,1660,4,75
2026-03-11T10:00,Sul,987,1060,2,55
2026-03-11T11:00,Norte,932,967,3,65
2026-03-11T11:00,Nordeste,1165,1167,5,90
2026-03-11T11:00,Sudeste,1597,1667,4,75
2026-03-11T11:00,Sul,1066,1067,2,55
2026-03-11T12:00,Norte,931,970,3,65
2026-03-11T12:00,Nordeste,1122,1170,5,90
2026-03-11T12:00,Sudeste,1654,1670,4,75
2026-03-11T12:00,Sul,1040,1070,2,55
2026-03-11T13:00,Norte,939,967,3,65
2026-03-11T13:00,Nordeste,1126,1167,5,90
2026-03-11T13:00,Sudeste,1625,1667,4,75
2026-03-11T13:00,Sul,1073,1067,2,55
2026-03-11T14:00,Norte,976,960,3,65
2026-03-11T14:00,Nordeste,1173,1160,5,90
2026-03-11T14:00,Sudeste,1665,1660,4,75
2026-03-11T14:00,Sul,1051,1060,2,55
2026-03-11T15:00,Norte,930,949,3,65
2026-03-11T15:00,Nordeste,1109,1149,5,90
2026-03-11T15:00,Sudeste,1622,1649,4,75
2026-03-11T15:00,Sul,1021,1049,2,55
2026-03-11T16:00,Norte,883,934,3,65
2026-03-11T16:00,Nordeste,1127,1134,5,90
2026-03-11T16:00,Sudeste,1625,1634,4,75
2026-03-11T16:00,Sul,999,1034,2,55
2026-03-11T17:00,Norte,901,918,3,65
2026-03-11T17:00,Nordeste,1113,1118,5,90
2026-03-11T17:00,Sudeste,1573,1618,4,75
2026-03-11T17:00,Sul,969,1018,2,55
2026-03-11T18:00,Norte,847,900,3,65
2026-03-11T18:00,Nordeste,1083,1100,5,90
2026-03-11T18:00,Sudeste,1547,1600,4,75
2026-03-11T18:00,Sul,922,1000,2,55
2026-03-11T19:00,Norte,835,900,3,65
2026-03-11T19:00,Nordeste,1004,1100,5,90
2026-03-11T19:00,Sudeste,1542,1600,4,75
2026-03-11T19:00,Sul,952,1000,2,55
2026-03-11T20:00,Norte,792,900,3,65
2026-03-11T20:00,Nordeste,989,1100,5,90
2026-03-11T20:00,Sudeste,1511,1600,4,75
2026-03-11T20:00,Sul,913,1000,2,55
2026-03-11T21:00,Norte,760,900,3,65
2026-03-11T21:00,Nordeste,975,1100,5,90
2026-03-11T21:00,Sudeste,1460,1600,4,75
2026-03-11T21:00,Sul,821,1000,2,55
2026-03-11T22:00,Norte,711,900,3,65
2026-03-11T22:00,Nordeste,896,1100,5,90
2026-03-11T22:00,Sudeste,1410,1600,4,75
2026-03-11T22:00,Sul,843,1000,2,55
2026-03-11T23:00,Norte,706,900,3,65
2026-03-11T23:00,Nordeste,927,1100,5,90
2026-03-11T23:00,Sudeste,1374,1600,4,75
2026-03-11T23:00,Sul,803,1000,2,55
2026-03-12T00:00,Norte,702,900,3,65
2026-03-12T00:00,Nordeste,870,1100,5,90
2026-03-12T00:00,Sudeste,1382,1600,4,75
2026-03-12T00:00,Sul,785,1000,2,55
2026-03-12T01:00,Norte,659,900,3,65
2026-03-12T01:00,Nordeste,863,1100,5,90
2026-03-12T01:00,Sudeste,1411,1600,4,75
2026-03-12T01:00,Sul,770,1000,2,55
2026-03-12T02:00,Norte,700,900,3,65
2026-03-12T02:00,Nordeste,916,1100,5,90
2026-03-12T02:00,Sudeste,1381,1600,4,75
2026-03-12T02:00,Sul,791,1000,2,55
2026-03-12T03:00,Norte,710,900,3,65
2026-03-12T03:00,Nordeste,909,1100,5,90
2026-03-12T03:00,Sudeste,1377,1600,4,75
2026-03-12T03:00,Sul,805,1000,2,55
2026-03-12T04:00,Norte,727,900,3,65
2026-03-12T04:00,Nordeste,927,1100,5,90
2026-03-12T04:00,Sudeste,1405,1600,4,75
2026-03-12T04:00,Sul,797,1000,2,55
2026-03-12T05:00,Norte,787,900,3,65
2026-03-12T05:00,Nordeste,925,1100,5,90
2026-03-12T05:00,Sudeste,1483,1600,4,75
2026-03-12T05:00,Sul,878,1000,2,55
2026-03-12T06:00,Norte,765,900,3,65
2026-03-12T06:00,Nordeste,1005,1100,5,90
2026-03-12T06:00,Sudeste,1490,1600,4,75
2026-03-12T06:00,Sul,918,1000,2,55
2026-03-12T07:00,Norte,801,918,3,65
2026-03-12T07:00,Nordeste,988,1118,5,90
2026-03-12T07:00,Sudeste,1547,1618,4,75
2026-03-12T07:00,Sul,935,1018,2,55
2026-03-12T08:00,Norte,864,934,3,65
2026-03-12T08:00,Nordeste,1052,1134,5,90
2026-03-12T08:00,Sudeste,1571,1634,4,75
2026-03-12T08:00,Sul,963,1034,2,55
2026-03-12T09:00,Norte,915,949,3,65
2026-03-12T09:00,Nordeste,1101,1149,5,90
2026-03-12T09:00,Sudeste,1580,1649,4,75
2026-03-12T09:00,Sul,1003,1049,2,55
2026-03-12T10:00,Norte,918,960,3,65
2026-03-12T10:00,Nordeste,1144,1160,5,90
2026-03-12T10:00,Sudeste,1583,1660,4,75
2026-03-12T10:00,Sul,1016,1060,2,55
2026-03-12T11:00,Norte,898,967,3,65
2026-03-12T11:00,Nordeste,1166,1167,5,90
2026-03-12T11:00,Sudeste,1644,1667,4,75
2026-03-12T11:00,Sul,1062,1067,2,55
2026-03-12T12:00,Norte,974,970,3,65
2026-03-12T12:00,Nordeste,1177,1170,5,90
2026-03-12T12:00,Sudeste,1616,1670,4,75
2026-03-12T12:00,Sul,1028,1070,2,55
2026-03-12T13:00,Norte,921,967,3,65
2026-03-12T13:00,Nordeste,1165,1167,5,90
2026-03-12T13:00,Sudeste,1643,1667,4,75
2026-03-12T13:00,Sul,1025,1067,2,55
2026-03-12T14:00,Norte,913,960,3,65
2026-03-12T14:00,Nordeste,1164,1160,5,90
2026-03-12T14:00,Sudeste,1679,1660,4,75
2026-03-12T14:00,Sul,1014,1060,2,55
2026-03-12T15:00,Norte,915,949,3,65
2026-03-12T15:00,Nordeste,1150,1149,5,90
2026-03-12T15:00,Sudeste,1619,1649,4,75
2026-03-12T15:00,Sul,1060,1049,2,55
2026-03-12T16:00,Norte,928,934,3,65
2026-03-12T16:00,Nordeste,1107,1134,5,90
2026-03-12T16:00,Sudeste,1612,1634,4,75
2026-03-12T16:00,Sul,1036,1034,2,55
